,affiliation_nums,affiliation_text,author_names,date_posted,doi,downloads,paper_title,subject_area,pmid,pmid_links,pmid_links_num
201,"['1', '2', '1', '1', '1', '4', '1', '1', '5', '2', '1', '§']","['Campus de Sant Joan, Apartado 18, 03550 Sant Joan, Alicante, Spain,, MTA-SZBK NAP B Axon Growth and Regeneration Group, Szeged, Hungary']","Santiago Nahuel Villegas,Rita Gombos,Irene Gutiérrez Pérez,Lucia García López,Jesús García-Castillo,Diana Marcela Vallejos,Vanina Da Ros,József Mihály,Maria Dominguez",2017-08-09, https://doi.org/10.1101/174169 ,"[['Aug 2017', '171', '0', '46', ''], ['Sep 2017', '26', '0', '15', ''], ['Oct 2017', '23', '0', '18', ''], ['Nov 2017', '36', '0', '10', ''], ['Dec 2017', '25', '0', '12', ''], ['Jan 2018', '15', '0', '4', ''], ['Feb 2018', '14', '0', '7', ''], ['Mar 2018', '21', '0', '10', ''], ['Apr 2018', '14', '0', '7', ''], ['May 2018', '22', '0', '4', ''], ['Jun 2018', '22', '0', '2', ''], ['Jul 2018', '25', '0', '2', ''], ['Aug 2018', '30', '0', '1', ''], ['Sep 2018', '26', '0', '4', ''], ['Oct 2018', '11', '0', '3', ''], ['Nov 2018', '26', '0', '2', ''], ['Dec 2018', '11', '0', '3', ''], ['Jan 2019', '22', '0', '3', ''], ['Feb 2019', '17', '0', '2', ''], ['Mar 2019', '15', '0', '10', ''], ['Apr 2019', '11', '3', '2', ''], ['May 2019', '12', '4', '2', ''], ['Jun 2019', '20', '3', '8', ''], ['Jul 2019', '18', '7', '9', ''], ['Aug 2019', '22', '7', '4', ''], ['Sep 2019', '25', '10', '2', ''], ['Oct 2019', '16', '9', '7', ''], ['Nov 2019', '21', '8', '4', ''], ['Dec 2019', '20', '8', '5', ''], ['Jan 2020', '28', '8', '6', ''], ['Feb 2020', '33', '15', '6', ''], ['Mar 2020', '19', '7', '4', ''], ['Apr 2020', '11', '3', '10', ''], ['May 2020', '14', '8', '5', ''], ['Jun 2020', '14', '1', '4', ''], ['Jul 2020', '10', '1', '4', ''], ['Aug 2020', '19', '5', '3', ''], ['Sep 2020', '17', '2', '7', ''], ['Oct 2020', '11', '4', '3', '']]",Nitric oxide-dependent inflammation underlies Notch and PI3K/Akt oncogene cooperation,"Cancer Biology,
",29514083,"['32575680', '31790972', '31615477', '31225459', '31163577', '30971761', '30425987', '30092792']",8
202,"['1', '1', '2', '2', '2', '1', '3']","['Istanbul, Turkey,, Istanbul, Turkey,, Vancouver, Canada']","Tunç Morova,Mehmet Gönen,Attila Gursoy,Özlem Keskin,Nathan A. Lack",2017-11-27, https://doi.org/10.1101/225433 ,"[['Nov 2017', '461', '0', '46', ''], ['Dec 2017', '159', '0', '77', ''], ['Jan 2018', '93', '0', '57', ''], ['Feb 2018', '38', '0', '27', ''], ['Mar 2018', '42', '0', '25', ''], ['Apr 2018', '66', '0', '34', ''], ['May 2018', '31', '0', '27', ''], ['Jun 2018', '29', '0', '13', ''], ['Jul 2018', '46', '0', '24', ''], ['Aug 2018', '38', '0', '10', ''], ['Sep 2018', '45', '0', '28', ''], ['Oct 2018', '51', '0', '35', ''], ['Nov 2018', '40', '0', '19', ''], ['Dec 2018', '36', '0', '18', ''], ['Jan 2019', '35', '0', '17', ''], ['Feb 2019', '46', '0', '15', ''], ['Mar 2019', '51', '0', '26', ''], ['Apr 2019', '34', '4', '13', ''], ['May 2019', '42', '3', '25', ''], ['Jun 2019', '39', '8', '21', ''], ['Jul 2019', '42', '14', '13', ''], ['Aug 2019', '47', '15', '18', ''], ['Sep 2019', '37', '15', '8', ''], ['Oct 2019', '39', '10', '13', ''], ['Nov 2019', '82', '12', '19', ''], ['Dec 2019', '50', '13', '19', ''], ['Jan 2020', '67', '25', '22', ''], ['Feb 2020', '71', '26', '29', ''], ['Mar 2020', '37', '10', '18', ''], ['Apr 2020', '25', '11', '22', ''], ['May 2020', '43', '19', '24', ''], ['Jun 2020', '22', '13', '10', ''], ['Jul 2020', '22', '7', '9', ''], ['Aug 2020', '26', '7', '4', ''], ['Sep 2020', '16', '1', '6', ''], ['Oct 2020', '25', '7', '4', '']]",Androgen receptor binding sites are highly mutated in prostate cancer,"Cancer Biology,
",32047165,['32392735'],1
203,"['1', '*', '2', '1', '*']","['Bethesda, Maryland 20894, USA,, Hinxton CB10 1SA, Cambridgeshire, UK']","Jaime Iranzo,Iñigo Martincorena,Eugene V. Koonin",2017-12-19, https://doi.org/10.1101/237016 ,"[['Dec 2017', '709', '0', '144', ''], ['Jan 2018', '104', '0', '63', ''], ['Feb 2018', '54', '0', '17', ''], ['Mar 2018', '58', '0', '24', ''], ['Apr 2018', '55', '0', '30', ''], ['May 2018', '50', '0', '9', ''], ['Jun 2018', '49', '0', '18', ''], ['Jul 2018', '52', '0', '13', ''], ['Aug 2018', '44', '0', '12', ''], ['Sep 2018', '29', '0', '6', ''], ['Oct 2018', '30', '0', '17', ''], ['Nov 2018', '27', '0', '32', ''], ['Dec 2018', '16', '0', '14', ''], ['Jan 2019', '19', '0', '16', ''], ['Feb 2019', '26', '0', '17', ''], ['Mar 2019', '16', '0', '12', ''], ['Apr 2019', '15', '2', '9', ''], ['May 2019', '12', '4', '7', ''], ['Jun 2019', '15', '8', '8', ''], ['Jul 2019', '13', '17', '8', ''], ['Aug 2019', '15', '18', '10', ''], ['Sep 2019', '16', '6', '3', ''], ['Oct 2019', '15', '6', '9', ''], ['Nov 2019', '12', '11', '15', ''], ['Dec 2019', '12', '8', '6', ''], ['Jan 2020', '19', '9', '8', ''], ['Feb 2020', '29', '24', '16', ''], ['Mar 2020', '14', '10', '6', ''], ['Apr 2020', '8', '4', '10', ''], ['May 2020', '13', '18', '11', ''], ['Jun 2020', '16', '8', '5', ''], ['Jul 2020', '4', '6', '9', ''], ['Aug 2020', '15', '7', '8', ''], ['Sep 2020', '14', '1', '11', ''], ['Oct 2020', '22', '0', '4', '']]",The cancer-mutation network and the number and specificity of driver mutations,"Cancer Biology,
",29895694,"['33009502', '32860732', '32689942', '32681635', '32662546', '32555170', '32411180', '32188929', '31925297', '31829157', '31469467', '31058077', '30566250']",13
204,"['1', '1', '2', '1', '1', '1', '#', '1', '*']","['Taipa, Macau,, Singapore 138672']","Shreyas Lingadahalli,Sudhir Jadhao,Ying Ying Sung,Mi Chen,Lingling Hu,Xin Chen,Edwin Cheung",2018-01-07, https://doi.org/10.1101/244459 ,"[['Jan 2018', '365', '0', '99', ''], ['Feb 2018', '58', '0', '19', ''], ['Mar 2018', '70', '0', '30', ''], ['Apr 2018', '44', '0', '10', ''], ['May 2018', '61', '0', '19', ''], ['Jun 2018', '27', '0', '13', ''], ['Jul 2018', '31', '0', '10', ''], ['Aug 2018', '117', '0', '31', ''], ['Sep 2018', '51', '0', '12', ''], ['Oct 2018', '16', '0', '8', ''], ['Nov 2018', '24', '0', '8', ''], ['Dec 2018', '17', '0', '7', ''], ['Jan 2019', '39', '0', '35', ''], ['Feb 2019', '31', '0', '13', ''], ['Mar 2019', '22', '0', '13', ''], ['Apr 2019', '32', '2', '14', ''], ['May 2019', '22', '6', '6', ''], ['Jun 2019', '28', '4', '14', ''], ['Jul 2019', '36', '7', '17', ''], ['Aug 2019', '29', '12', '7', ''], ['Sep 2019', '18', '1', '6', ''], ['Oct 2019', '25', '8', '10', ''], ['Nov 2019', '20', '11', '3', ''], ['Dec 2019', '17', '9', '17', ''], ['Jan 2020', '25', '10', '6', ''], ['Feb 2020', '39', '15', '9', ''], ['Mar 2020', '26', '6', '8', ''], ['Apr 2020', '7', '3', '16', ''], ['May 2020', '21', '6', '7', ''], ['Jun 2020', '13', '1', '5', ''], ['Jul 2020', '6', '2', '4', ''], ['Aug 2020', '137', '1', '4', ''], ['Sep 2020', '74', '8', '11', ''], ['Oct 2020', '24', '6', '11', '']]",A novel long noncoding RNA LINC00844 regulates prostate cancer cell migration and invasion through androgen receptor signaling,"Cancer Biology,
",30115758,"['32714370', '32591022', '32466797', '32429086', '32025371', '31938018', '31888402', '31692508', '31495979', '30881124', '30606742']",11
205,"['1', '2', '3', '4', '3', '4', '4', '4', '5', '1', '2', '4']","['New York, New York 10016,, New York, New York 10016,, New York, New York 10016,, New York, NY 10065,, New York, NY 10065']","Pamela Wu,Zachary J Heins,James T Muller,Adam A Abeshouse,Yichao Sun,Nikolaus Schultz,David Fenyö,Jianjiong Gao",2018-01-15, https://doi.org/10.1101/247718 ,"[['Jan 2018', '430', '0', '80', ''], ['Feb 2018', '87', '0', '17', ''], ['Mar 2018', '51', '0', '27', ''], ['Apr 2018', '42', '0', '32', ''], ['May 2018', '54', '0', '37', ''], ['Jun 2018', '51', '0', '35', ''], ['Jul 2018', '50', '0', '55', ''], ['Aug 2018', '52', '0', '69', ''], ['Sep 2018', '51', '0', '54', ''], ['Oct 2018', '43', '0', '46', ''], ['Nov 2018', '38', '0', '34', ''], ['Dec 2018', '40', '0', '31', ''], ['Jan 2019', '77', '0', '49', ''], ['Feb 2019', '57', '0', '54', ''], ['Mar 2019', '62', '0', '41', ''], ['Apr 2019', '50', '9', '59', ''], ['May 2019', '49', '34', '49', ''], ['Jun 2019', '32', '17', '33', ''], ['Jul 2019', '50', '34', '34', ''], ['Aug 2019', '29', '21', '14', ''], ['Sep 2019', '27', '33', '26', ''], ['Oct 2019', '25', '28', '21', ''], ['Nov 2019', '23', '22', '21', ''], ['Dec 2019', '22', '12', '9', ''], ['Jan 2020', '25', '12', '12', ''], ['Feb 2020', '43', '16', '19', ''], ['Mar 2020', '23', '9', '27', ''], ['Apr 2020', '25', '11', '33', ''], ['May 2020', '38', '16', '22', ''], ['Jun 2020', '38', '9', '30', ''], ['Jul 2020', '18', '3', '23', ''], ['Aug 2020', '142', '2', '11', ''], ['Sep 2020', '92', '4', '11', ''], ['Oct 2020', '35', '1', '13', '']]",Integration and analysis of CPTAC proteomics data in the context of cancer genomics in the cBioPortal,"Cancer Biology,
",31308250,"['33082784', '32903628', '32724372', '32425603', '32355807']",5
206,"['1', '7', '†', '1', '8', '†', '1', '1', '2', '1', '1', '1', '3', '4', '5', '3', '4', '1', '6', '*']","['Manchester, M20 4BX, UK.,, Manchester, M20 4BX, UK.,, Manchester, M20 4BX, UK.,, Belfield, Dublin, Ireland,, Frederick, MD 21702-1201.,, Christie Hospital NHS Foundation Trust, Wilmslow Road, Manchester M20 4BX, UK,, Leeds, LS2 9JT, UK']","Andrew M. Hudson,Natalie L. Stephenson,Cynthia Li,Eleanor Trotter,Adam J. Fletcher,Gitta Katona,Patrycja Bieniasz-Krzywiec,Matthew Howell,Chris Wirth,Simon Furney,Crispin J. Miller,John Brognard",2018-01-27, https://doi.org/10.1101/254813 ,"[['Jan 2018', '248', '0', '44', ''], ['Feb 2018', '68', '0', '35', ''], ['Mar 2018', '52', '0', '19', ''], ['Apr 2018', '23', '0', '10', ''], ['May 2018', '21', '0', '9', ''], ['Jun 2018', '15', '0', '2', ''], ['Jul 2018', '21', '0', '8', ''], ['Aug 2018', '29', '0', '7', ''], ['Sep 2018', '21', '0', '6', ''], ['Oct 2018', '14', '0', '16', ''], ['Nov 2018', '14', '0', '6', ''], ['Dec 2018', '13', '0', '7', ''], ['Jan 2019', '14', '0', '15', ''], ['Feb 2019', '22', '0', '9', ''], ['Mar 2019', '23', '0', '9', ''], ['Apr 2019', '12', '1', '8', ''], ['May 2019', '16', '4', '14', ''], ['Jun 2019', '12', '5', '3', ''], ['Jul 2019', '15', '5', '10', ''], ['Aug 2019', '25', '14', '3', ''], ['Sep 2019', '17', '4', '3', ''], ['Oct 2019', '21', '11', '10', ''], ['Nov 2019', '20', '7', '7', ''], ['Dec 2019', '17', '15', '18', ''], ['Jan 2020', '20', '13', '8', ''], ['Feb 2020', '36', '18', '5', ''], ['Mar 2020', '18', '8', '13', ''], ['Apr 2020', '9', '2', '24', ''], ['May 2020', '32', '8', '6', ''], ['Jun 2020', '18', '1', '5', ''], ['Jul 2020', '22', '3', '10', ''], ['Aug 2020', '140', '3', '15', ''], ['Sep 2020', '82', '5', '20', ''], ['Oct 2020', '18', '3', '11', '']]",Truncation and Motif Based Pan-Cancer Analysis Highlights Novel Tumor Suppressing Kinases,"Cancer Biology,
",29666306,"['33101607', '32601196', '30548122']",3
207,"['1', '$', '1', '$', '1', '1', '1', '1', '1', '*']","['Ghent, Belgium.']","Tine Goovaerts,Sandra Steyaert,Chari A Vandenbussche,Jeroen Galle,Olivier Thas,Wim Van Criekinge,Tim De Meyer",2018-02-01, https://doi.org/10.1101/257824 ,"[['Feb 2018', '202', '0', '74', ''], ['Mar 2018', '67', '0', '27', ''], ['Apr 2018', '27', '0', '16', ''], ['May 2018', '31', '0', '14', ''], ['Jun 2018', '21', '0', '8', ''], ['Jul 2018', '28', '0', '9', ''], ['Aug 2018', '77', '0', '13', ''], ['Sep 2018', '38', '0', '16', ''], ['Oct 2018', '35', '0', '14', ''], ['Nov 2018', '24', '0', '10', ''], ['Dec 2018', '22', '0', '6', ''], ['Jan 2019', '28', '0', '5', ''], ['Feb 2019', '14', '0', '3', ''], ['Mar 2019', '9', '0', '9', ''], ['Apr 2019', '3', '1', '3', ''], ['May 2019', '9', '1', '5', ''], ['Jun 2019', '12', '4', '11', ''], ['Jul 2019', '10', '3', '7', ''], ['Aug 2019', '19', '14', '5', ''], ['Sep 2019', '20', '8', '5', ''], ['Oct 2019', '13', '11', '10', ''], ['Nov 2019', '22', '14', '5', ''], ['Dec 2019', '17', '21', '10', ''], ['Jan 2020', '17', '19', '5', ''], ['Feb 2020', '32', '13', '10', ''], ['Mar 2020', '14', '7', '9', ''], ['Apr 2020', '12', '2', '15', ''], ['May 2020', '30', '6', '20', ''], ['Jun 2020', '19', '1', '5', ''], ['Jul 2020', '10', '1', '5', ''], ['Aug 2020', '124', '2', '14', ''], ['Sep 2020', '67', '4', '7', ''], ['Oct 2020', '27', '3', '12', '']]",A Comprehensive Overview of Genomic Imprinting in Breast & Its Deregulation in Cancer,"Cancer Biology,
",30297886,"['32726996', '32669097', '32448196', '32166220', '32138762', '31829238', '31782494', '31208411', '30934924']",9
208,"['1', '2', '1', '2', '1', '1', '2', '3', '3', '1', '3', '4', '1', '2', '*', '1', '5', '*']","['Boston, MA 02114, USA,, Boston, MA, 02114, USA,, Boston, MA 02115,, Boston, MA 02115, USA,, Boston, MA 02114, USA']","Hsing-Ying Lin,Katherine S. Yang,Caleigh Curley,Hakho Lee,Marisa W. Welch,Brian M. Wolpin,Ralph Weissleder,Hyungsoon Im,Cesar Castro",2018-02-21, https://doi.org/10.1101/269423 ,"[['Feb 2018', '316', '0', '59', ''], ['Mar 2018', '95', '0', '34', ''], ['Apr 2018', '31', '0', '24', ''], ['May 2018', '48', '0', '24', ''], ['Jun 2018', '33', '0', '21', ''], ['Jul 2018', '48', '0', '21', ''], ['Aug 2018', '48', '0', '23', ''], ['Sep 2018', '32', '0', '15', ''], ['Oct 2018', '28', '0', '27', ''], ['Nov 2018', '13', '0', '23', ''], ['Dec 2018', '37', '0', '42', ''], ['Jan 2019', '26', '0', '915', ''], ['Feb 2019', '26', '0', '16', ''], ['Mar 2019', '32', '0', '57', ''], ['Apr 2019', '17', '4', '49', ''], ['May 2019', '16', '11', '50', ''], ['Jun 2019', '26', '7', '46', ''], ['Jul 2019', '14', '15', '38', ''], ['Aug 2019', '15', '14', '22', ''], ['Sep 2019', '24', '6', '22', ''], ['Oct 2019', '28', '8', '23', ''], ['Nov 2019', '19', '11', '25', ''], ['Dec 2019', '19', '24', '22', ''], ['Jan 2020', '20', '16', '18', ''], ['Feb 2020', '43', '20', '31', ''], ['Mar 2020', '22', '91', '38', ''], ['Apr 2020', '30', '8', '31', ''], ['May 2020', '26', '8', '22', ''], ['Jun 2020', '25', '7', '23', ''], ['Jul 2020', '7', '6', '20', ''], ['Aug 2020', '128', '15', '14', ''], ['Sep 2020', '81', '10', '18', ''], ['Oct 2020', '39', '6', '23', '']]",Bead Enhancement of EV Analysis,"Cancer Biology,
",33103361,[],0
209,"['1', '2', '1', '1', '3', '4', '5', '6', '1', '4', '7', '5', '8', '5', '9', '6', '2', '3', '5', '8', '10', '1', '11', '1', '*']","['Santa Monica, CA, USA, 90404,, Seattle, WA, USA, 98109,, Santa Monica, CA, USA, 90404,, Santa Monica, CA, USA, 90404,, Sydney, NSW, Australia, 2065,, Seattle, WA, USA, 98122,, Camperdown, NSW, Australia, 2050,, NSW, Australia, 2006,, Sydney, New South Wales, Australia, 2065,, Sydney, New South Wales, Australia, 2050,, Santa Monica, CA, USA, 90404']","Javier I. J. Orozco,Theo A. Knijnenburg,Ayla O. Manughian-Peter,Matthew P. Salomon,Garni Barkhoudarian,John R. Jalas,James S. Wilmott,Parvinder Hothi,Xiaowen Wang,Yuki Takasumi,Michael E. Buckland,John F. Thompson,Georgina V. Long,Charles S. Cobbs,Ilya Shmulevich,Daniel F. Kelly,Richard A. Scolyer,Dave S. B. Hoon,Diego M. Marzese",2018-02-22, https://doi.org/10.1101/268193 ,"[['Feb 2018', '452', '0', '100', ''], ['Mar 2018', '680', '0', '124', ''], ['Apr 2018', '85', '0', '12', ''], ['May 2018', '73', '0', '20', ''], ['Jun 2018', '56', '0', '12', ''], ['Jul 2018', '44', '0', '18', ''], ['Aug 2018', '48', '0', '21', ''], ['Sep 2018', '51', '0', '17', ''], ['Oct 2018', '31', '0', '53', ''], ['Nov 2018', '46', '0', '27', ''], ['Dec 2018', '25', '0', '22', ''], ['Jan 2019', '31', '0', '19', ''], ['Feb 2019', '17', '0', '27', ''], ['Mar 2019', '14', '0', '30', ''], ['Apr 2019', '6', '0', '13', ''], ['May 2019', '12', '2', '10', ''], ['Jun 2019', '18', '4', '19', ''], ['Jul 2019', '9', '5', '26', ''], ['Aug 2019', '15', '7', '13', ''], ['Sep 2019', '19', '8', '11', ''], ['Oct 2019', '25', '13', '7', ''], ['Nov 2019', '17', '11', '4', ''], ['Dec 2019', '44', '12', '30', ''], ['Jan 2020', '36', '20', '21', ''], ['Feb 2020', '54', '18', '12', ''], ['Mar 2020', '24', '6', '7', ''], ['Apr 2020', '23', '5', '19', ''], ['May 2020', '35', '8', '10', ''], ['Jun 2020', '27', '22', '11', ''], ['Jul 2020', '13', '7', '5', ''], ['Aug 2020', '31', '3', '4', ''], ['Sep 2020', '41', '7', '2', ''], ['Oct 2020', '14', '6', '8', '']]",Epigenetic Profiling for the Molecular Classification of Metastatic Brain Tumors,"Cancer Biology,
",30401823,"['32891176', '32821376', '32561415', '32358995', '32245523', '32147909', '30968063', '30875730']",8
210,"['1', '1', '2', '2', '3', '4', '1', '5', '6', '7', '1', '*']","['Hamburg, Germany,, Warsaw, Poland,, Warsaw, Poland,, Münster, Germany,,, Münster, Germany,, Saarbruecken, Germany,, Hamburg, Germany ,, Hamburg, Germany']","Aleksandra Omari,Paulina Nastały,Aneta Bałabas,Michalina Dąbrowska,Beata Bielińska,Sebastian Huss,Klaus Pantel,Axel Semjonow,Elke Eltze,Burkhard Brandt,Natalia Bednarz-Knoll",2018-02-26, https://doi.org/10.1101/271312 ,"[['Feb 2018', '162', '0', '24', ''], ['Mar 2018', '118', '0', '31', ''], ['Apr 2018', '22', '0', '6', ''], ['May 2018', '12', '0', '5', ''], ['Jun 2018', '28', '0', '6', ''], ['Jul 2018', '37', '0', '2', ''], ['Aug 2018', '41', '0', '7', ''], ['Sep 2018', '27', '0', '3', ''], ['Oct 2018', '18', '0', '5', ''], ['Nov 2018', '26', '0', '11', ''], ['Dec 2018', '22', '0', '12', ''], ['Jan 2019', '18', '0', '2', ''], ['Feb 2019', '22', '0', '6', ''], ['Mar 2019', '11', '0', '10', ''], ['Apr 2019', '14', '1', '6', ''], ['May 2019', '23', '0', '5', ''], ['Jun 2019', '20', '1', '6', ''], ['Jul 2019', '23', '4', '7', ''], ['Aug 2019', '34', '9', '4', ''], ['Sep 2019', '21', '3', '3', ''], ['Oct 2019', '13', '7', '8', ''], ['Nov 2019', '13', '12', '5', ''], ['Dec 2019', '21', '6', '3', ''], ['Jan 2020', '117', '11', '9', ''], ['Feb 2020', '30', '16', '9', ''], ['Mar 2020', '20', '8', '7', ''], ['Apr 2020', '20', '4', '11', ''], ['May 2020', '25', '6', '6', ''], ['Jun 2020', '25', '1', '6', ''], ['Jul 2020', '7', '0', '2', ''], ['Aug 2020', '145', '1', '2', ''], ['Sep 2020', '80', '0', '2', ''], ['Oct 2020', '18', '2', '7', '']]",Somatic aberrations of BRCA1 gene are associated with progressive and stem cell-like phenotype of prostate cancer,"Cancer Biology,
",30265376,"['32556091', '31547460', '31069005']",3
211,"['1', '1', '1', '2', '1', '1', '3', '3', '4', '4', '3', '5', '2', '1', '¶', '1', '6', '7', '¶']","['Grand Rapids, MI, USA,, Grand Rapids, MI, USA,, Birmingham, AL, USA,, Grand Rapids, MI, USA,, Boston, MA, USA,, Grand Rapids, MI, USA,, Grand Rapids, MI, USA']","Patrick S. Dischinger,Elizabeth A. Tovar,Curt J. Essenburg,Zachary B. Madaj,Eve Gardner,Megan Callaghan,Ashley N. Turner,Anil K. Challa,Tristan Kempston,Bryn Eagleson,Robert A. Kesterson,Roderick T. Bronson,Megan J. Bowman,Carrie R. Graveel,Matthew R. Steensma",2018-02-27, https://doi.org/10.1101/272815 ,"[['Feb 2018', '169', '0', '20', ''], ['Mar 2018', '232', '0', '57', ''], ['Apr 2018', '45', '0', '14', ''], ['May 2018', '55', '0', '30', ''], ['Jun 2018', '37', '0', '23', ''], ['Jul 2018', '32', '0', '21', ''], ['Aug 2018', '114', '0', '26', ''], ['Sep 2018', '38', '0', '9', ''], ['Oct 2018', '27', '0', '14', ''], ['Nov 2018', '16', '0', '11', ''], ['Dec 2018', '21', '0', '6', ''], ['Jan 2019', '22', '0', '22', ''], ['Feb 2019', '19', '0', '7', ''], ['Mar 2019', '9', '0', '8', ''], ['Apr 2019', '7', '0', '15', ''], ['May 2019', '7', '0', '12', ''], ['Jun 2019', '10', '2', '38', ''], ['Jul 2019', '12', '5', '20', ''], ['Aug 2019', '15', '13', '6', ''], ['Sep 2019', '17', '2', '9', ''], ['Oct 2019', '21', '7', '17', ''], ['Nov 2019', '17', '9', '5', ''], ['Dec 2019', '9', '9', '28', ''], ['Jan 2020', '21', '15', '18', ''], ['Feb 2020', '40', '15', '19', ''], ['Mar 2020', '19', '6', '19', ''], ['Apr 2020', '12', '3', '29', ''], ['May 2020', '17', '6', '28', ''], ['Jun 2020', '24', '7', '14', ''], ['Jul 2020', '7', '6', '14', ''], ['Aug 2020', '25', '6', '6', ''], ['Sep 2020', '20', '1', '8', ''], ['Oct 2020', '16', '11', '8', '']]", deficiency correlates with estrogen receptor signaling and diminished survival in breast cancer,"Cancer Biology,
",30182054,"['33053763', '32439933', '32269189', '32240795', '32142667', '32046255', '32041893', '31466283', '31246731']",9
212,"['1', '2', '*', '2', '*', '2', '*', '2', '2', '3', '4', '5', '2', '6', '2', '7', '2', '7', '8', '9', '9', '2', '3', '+', '2', '+']","['Baltimore, MD, USA,, Baltimore, MD, USA,, Tampa, FL, USA,, Tokyo, Japan,, Salt Lake City, UT,, Brussels, Belgium,, Moscow, Russia,, La Jolla, CA, USA,, Baltimore, MD, USA']","Genevieve Stein-O’Brien,Luciane T Kagohara,Sijia Li,Manjusha Thakar,Ruchira Ranaweera,Hiroyuki Ozawa,Haixia Cheng,Michael Considine,Sandra Schmitz,Alexander V Favorov,Ludmila V Danilova,Joseph A Califano,Evgeny Izumchenko,Daria A Gaykalova,Christine H Chung,Elana J Fertig",2018-02-27, https://doi.org/10.1101/136564 ,"[['May 2017', '658', '0', '89', ''], ['Jun 2017', '342', '0', '139', ''], ['Jul 2017', '517', '0', '131', ''], ['Aug 2017', '264', '0', '95', ''], ['Sep 2017', '99', '0', '46', ''], ['Oct 2017', '116', '0', '81', ''], ['Nov 2017', '147', '0', '56', ''], ['Dec 2017', '55', '0', '24', ''], ['Jan 2018', '531', '0', '86', ''], ['Feb 2018', '381', '0', '83', ''], ['Mar 2018', '436', '0', '85', ''], ['Apr 2018', '582', '0', '49', ''], ['May 2018', '1001', '0', '41', ''], ['Jun 2018', '660', '0', '24', ''], ['Jul 2018', '129', '0', '18', ''], ['Aug 2018', '188', '0', '13', ''], ['Sep 2018', '125', '0', '8', ''], ['Oct 2018', '67', '0', '20', ''], ['Nov 2018', '43', '0', '13', ''], ['Dec 2018', '26', '0', '17', ''], ['Jan 2019', '54', '0', '12', ''], ['Feb 2019', '41', '0', '9', ''], ['Mar 2019', '28', '4', '21', ''], ['Apr 2019', '25', '4', '18', ''], ['May 2019', '24', '3', '13', ''], ['Jun 2019', '27', '6', '27', ''], ['Jul 2019', '63', '7', '45', ''], ['Aug 2019', '36', '36', '12', ''], ['Sep 2019', '31', '4', '7', ''], ['Oct 2019', '116', '9', '28', ''], ['Nov 2019', '34', '8', '9', ''], ['Dec 2019', '63', '11', '11', ''], ['Jan 2020', '96', '16', '22', ''], ['Feb 2020', '186', '59', '17', ''], ['Mar 2020', '127', '22', '24', ''], ['Apr 2020', '44', '4', '22', ''], ['May 2020', '43', '11', '19', ''], ['Jun 2020', '59', '10', '21', ''], ['Jul 2020', '53', '7', '23', ''], ['Aug 2020', '134', '4', '16', ''], ['Sep 2020', '117', '1', '30', ''], ['Oct 2020', '61', '3', '16', '']]",Integrated time course omics analysis distinguishes immediate therapeutic response from acquired resistance,"Systems Biology,
,Cancer Biology,
",29792227,"['33015029', '32392348', '32362655', '31914141', '31434965', '30563830', '30143323']",7
213,"['1', '1', '2', '3', '1', '4', '4', '5', '4', '3', '3', '3', '1', '1']","['Pittsburgh, PA,, La Crosse, WI,, Pittsburgh, PA,, Pittsburgh, PA,, Isfahan, Iran']","Nicholas G. Smith,Rekha Gyanchandani,Grzegorz Gurda,Peter C. Lucas,Ryan J. Hartmaier,Adam M. Brufsky,Shannon Puhalla,Amir Bahreini,Karthik Kota,Abigail I. Wald,Yuri E. Nikiforov,Marina N. Nikiforova,Steffi Oesterrich,Adrian V. Lee",2018-02-13, https://doi.org/10.1101/264267 ,"[['Feb 2018', '376', '0', '78', ''], ['Mar 2018', '83', '0', '39', ''], ['Apr 2018', '47', '0', '59', ''], ['May 2018', '67', '0', '41', ''], ['Jun 2018', '51', '0', '35', ''], ['Jul 2018', '52', '0', '39', ''], ['Aug 2018', '77', '0', '33', ''], ['Sep 2018', '44', '0', '23', ''], ['Oct 2018', '39', '0', '43', ''], ['Nov 2018', '49', '0', '53', ''], ['Dec 2018', '45', '0', '46', ''], ['Jan 2019', '52', '0', '39', ''], ['Feb 2019', '58', '0', '49', ''], ['Mar 2019', '36', '0', '42', ''], ['Apr 2019', '28', '13', '26', ''], ['May 2019', '9', '8', '25', ''], ['Jun 2019', '11', '8', '21', ''], ['Jul 2019', '12', '8', '27', ''], ['Aug 2019', '14', '13', '10', ''], ['Sep 2019', '15', '3', '17', ''], ['Oct 2019', '19', '10', '10', ''], ['Nov 2019', '18', '13', '10', ''], ['Dec 2019', '36', '8', '12', ''], ['Jan 2020', '28', '10', '9', ''], ['Feb 2020', '33', '12', '16', ''], ['Mar 2020', '14', '24', '11', ''], ['Apr 2020', '7', '4', '23', ''], ['May 2020', '19', '5', '9', ''], ['Jun 2020', '11', '1', '9', ''], ['Jul 2020', '8', '2', '3', ''], ['Aug 2020', '19', '5', '18', ''], ['Sep 2020', '21', '5', '5', ''], ['Oct 2020', '18', '7', '11', '']]",Targeted mutation detection in breast cancer using MammaSeq™,"Cancer Biology,
",30736836,"['32562118', '32547192', '32322420', '32293247', '32258038', '31663861']",6
